system,nfr,file,changes_before,changes_after
spring-security,Security,OAuth2LoginBeanDefinitionParser.java,3,15
spring-security,Security,DefaultOAuth2AuthorizedClientManagerPostProcessor.java,0,0
spring-security,Security,OAuth2ClientBeanNames.java,0,0
spring-security,Security,OAuth2ClientRestOperationsPostProcessor.java,0,0
spring-security,Security,WebClientConfig.java,6,7
spring-security,Security,Elements.java,28,39
spring-security,Security,SecurityNamespaceHandler.java,38,59
spring-security,Security,AuthenticationConfigBuilder.java,44,76
spring-security,Security,HttpSecurityBeanDefinitionParser.java,60,76
spring-security,Security,OAuth2LoginBeanDefinitionParser.java,0,15
spring-security,Security,SecurityFilters.java,15,26
spring-security,Security,ClientRegistrationsBeanDefinitionParser.java,0,12
spring-security,Security,MappedJwtClaimSetConverter.java,0,12
spring-security,Security,NimbusJwtDecoderJwkSupport.java,11,26
spring-security,Security,DefaultOAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,13,23
spring-security,Security,OAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,AuthenticationConverter.java,0,4
spring-security,Security,AuthenticationEntryPointFailureHandler.java,0,9
spring-security,Security,AuthenticationFilter.java,0,19
spring-security,Security,AuthenticationSuccessHandler.java,9,13
spring-security,Security,BasicAuthenticationConverter.java,0,12
spring-security,Security,BasicAuthenticationFilter.java,17,34
spring-security,Security,EhCacheBasedTicketCache.java,7,18
spring-security,Security,package-info.java,3,9
spring-security,Security,AuthenticationManagerBuilder.java,11,20
spring-security,Security,HttpSecurity.java,54,100
spring-security,Security,ExpressionUrlAuthorizationConfigurer.java,21,36
spring-security,Security,HeadersConfigurer.java,19,48
spring-security,Security,LogoutConfigurer.java,21,40
spring-security,Security,OAuth2LoginConfigurer.java,77,100
spring-security,Security,ClaimAccessor.java,11,23
spring-security,Security,DefaultAuthenticationEventPublisher.java,10,22
spring-security,Security,BadJwtException.java,0,2
spring-security,Security,JwtValidationException.java,2,7
spring-security,Security,NimbusJwtDecoder.java,14,32
spring-security,Security,NimbusReactiveJwtDecoder.java,18,38
spring-security,Security,SingleKeyJWSKeySelector.java,1,4
spring-security,Security,JwtAuthenticationProvider.java,7,15
spring-security,Security,JwtReactiveAuthenticationManager.java,7,15
spring-security,Security,DelegatingOAuth2TokenValidator.java,0,6
spring-security,Security,OAuth2TokenValidator.java,0,6
spring-security,Security,OAuth2TokenValidatorResult.java,0,4
spring-security,Security,JwtIssuerValidator.java,0,10
spring-security,Security,JwtTimestampValidator.java,0,11
spring-security,Security,JwtValidationException.java,0,7
spring-security,Security,JwtValidators.java,0,6
spring-security,Security,NimbusJwtDecoderJwkSupport.java,8,26
spring-security,Security,JwtAuthenticationProvider.java,2,15
spring-security,Security,AbstractOAuth2AuthorizationGrantRequest.java,5,7
spring-security,Security,AbstractOAuth2AuthorizationGrantRequestEntityConverter.java,0,1
spring-security,Security,JoseHeader.java,0,2
spring-security,Security,JoseHeaderNames.java,0,2
spring-security,Security,JwtClaimsSet.java,0,2
spring-security,Security,JwtEncodingException.java,0,2
spring-security,Security,NimbusJwsEncoder.java,0,2
spring-security,Security,NimbusJwtClientAuthenticationParametersConverter.java,0,4
spring-security,Security,OAuth2AuthorizationCodeGrantRequest.java,5,6
spring-security,Security,OAuth2AuthorizationCodeGrantRequestEntityConverter.java,9,11
spring-security,Security,OAuth2AuthorizationGrantRequestEntityUtils.java,8,10
spring-security,Security,OAuth2ClientCredentialsGrantRequest.java,4,5
spring-security,Security,OAuth2ClientCredentialsGrantRequestEntityConverter.java,7,9
spring-security,Security,OAuth2PasswordGrantRequest.java,3,5
spring-security,Security,OAuth2PasswordGrantRequestEntityConverter.java,6,8
spring-security,Security,OAuth2RefreshTokenGrantRequest.java,5,6
spring-security,Security,OAuth2RefreshTokenGrantRequestEntityConverter.java,6,8
spring-security,Security,Saml2LoginConfigurer.java,19,36
spring-security,Security,Saml2AuthenticationToken.java,9,12
spring-security,Security,HttpSessionSaml2AuthenticationRequestRepository.java,0,2
spring-security,Security,Saml2AuthenticationRequestRepository.java,0,2
spring-security,Security,Saml2WebSsoAuthenticationFilter.java,18,27
spring-security,Security,Saml2WebSsoAuthenticationRequestFilter.java,23,34
spring-security,Security,Saml2AuthenticationTokenConverter.java,11,20
spring-security,Security,CsrfFilter.java,11,40
spring-security,Security,FilterComparator.java,18,36
spring-security,Security,HttpSecurity.java,46,100
spring-security,Security,EnableWebSecurity.java,13,28
spring-security,Security,OAuth2ClientConfiguration.java,0,21
spring-security,Security,OAuth2ImportSelector.java,0,8
spring-security,Security,OAuth2Configurer.java,0,6
spring-security,Security,ImplicitGrantConfigurer.java,11,20
spring-security,Security,OAuth2ClientConfigurer.java,0,22
spring-security,Security,OAuth2ClientConfigurerUtils.java,2,10
spring-security,Security,OAuth2LoginConfigurer.java,67,100
spring-security,Security,CommonOAuth2Provider.java,15,27
spring-security,Security,ClientAuthorizationRequiredException.java,0,6
spring-security,Security,OAuth2ClientException.java,0,2
spring-security,Security,OAuth2Client.java,0,2
spring-security,Security,OAuth2AuthorizationCodeAuthenticationProvider.java,2,10
spring-security,Security,OAuth2AuthorizationCodeAuthenticationToken.java,5,13
spring-security,Security,OAuth2AuthorizationExchangeValidator.java,2,7
spring-security,Security,OAuth2LoginAuthenticationProvider.java,22,35
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,2,23
spring-security,Security,OAuth2AuthorizationRequestRedirectFilter.java,9,35
spring-security,Security,OAuth2AuthorizationResponseUtils.java,2,9
spring-security,Security,OAuth2LoginAuthenticationFilter.java,27,48
spring-security,Security,OAuth2ClientArgumentResolver.java,0,3
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,13,23
spring-security,Security,CsrfConfigurer.java,11,45
spring-security,Security,ExceptionHandlingConfigurer.java,9,16
spring-security,Security,SessionManagementConfigurer.java,21,67
spring-security,Security,OAuth2Configurer.java,3,6
spring-security,Security,OAuth2ResourceServerConfigurer.java,0,52
spring-security,Security,TransientAuthentication.java,0,2
spring-security,Security,NimbusJwtDecoderJwkSupport.java,6,26
spring-security,Security,CsrfChannelInterceptor.java,3,9
spring-security,Security,CookieCsrfTokenRepository.java,8,25
spring-security,Security,CsrfFilter.java,14,40
spring-security,Security,CsrfToken.java,4,9
spring-security,Security,GenerateTokenProvider.java,0,0
spring-security,Security,HttpSessionCsrfTokenRepository.java,7,12
spring-security,Security,LazyCsrfTokenRepository.java,4,14
spring-security,Security,XorCsrfToken.java,0,0
spring-security,Security,NimbusJwtDecoder.java,18,32
spring-security,Security,NimbusReactiveJwtDecoder.java,20,38
spring-security,Performance,ObjectIdentityImpl.java,7,15
spring-security,Performance,JaasGrantedAuthority.java,9,17
spring-security,Performance,RequestKey.java,7,16
spring-security,Performance,SwitchUserGrantedAuthority.java,11,18
spring-security,Performance,AntPathRequestMatcher.java,16,39
spring-security,Performance,SessionFixationProtectionStrategy.java,20,29
spring-security,Performance,IpAddressMatcher.java,3,15
spring-security,Performance,NimbusJwtDecoder.java,15,32
spring-security,Performance,JwtIssuerReactiveAuthenticationManagerResolver.java,1,14
spring-security,Performance,JdbcAclService.java,28,38
spring-security,Performance,ConcurrentSessionControlAuthenticationStrategy.java,12,14
spring-security,Performance,UnboundIdContainer.java,5,10
spring-security,Performance,JdbcUserDetailsManagerConfigurer.java,6,11
spring-security,Performance,ReactiveMethodSecuritySelector.java,5,11
spring-security,Performance,LogoutConfigurer.java,22,40
spring-security,Performance,DefaultSpringSecurityContextSource.java,12,18
spring-security,Performance,LdapUserDetailsManager.java,20,32
spring-security,Performance,NestedLdapAuthoritiesPopulator.java,9,15
spring-security,Performance,Person.java,10,17
spring-security,Performance,DigestAuthUtils.java,8,14
spring-security,Performance,SavedRequestAwareWrapper.java,12,21
spring-security,Performance,ThrowableAnalyzer.java,11,18
spring-security,Robustness,ActiveDirectoryLdapAuthenticationProvider.java,24,32
spring-security,Robustness,ProviderManager.java,28,40
spring-security,Robustness,AuthenticationConfiguration.java,22,35
spring-security,Robustness,AuthorityReactiveAuthorizationManager.java,4,15
spring-security,Robustness,RsaKeyConverters.java,1,11
spring-security,Robustness,MapReactiveUserDetailsService.java,6,14
spring-security,Robustness,DelegatingOAuth2AuthorizedClientProvider.java,1,6
spring-security,Robustness,OAuth2AuthorizedClientProviderBuilder.java,1,14
spring-security,Robustness,OidcIdTokenValidator.java,7,18
spring-security,Robustness,InMemoryClientRegistrationRepository.java,19,25
spring-security,Robustness,InMemoryReactiveClientRegistrationRepository.java,5,10
spring-security,Robustness,ObjectToListStringConverter.java,1,6
spring-security,Robustness,OAuth2AuthorizationRequest.java,9,23
spring-security,Robustness,OAuth2AccessTokenResponseHttpMessageConverter.java,2,21
spring-security,Robustness,DefaultOAuth2User.java,9,17
spring-security,Robustness,MacAlgorithm.java,1,5
spring-security,Robustness,SignatureAlgorithm.java,1,5
spring-security,Robustness,MappedJwtClaimSetConverter.java,4,12
spring-security,Robustness,NimbusOpaqueTokenIntrospector.java,0,16
spring-security,Robustness,NimbusReactiveOpaqueTokenIntrospector.java,0,18
spring-security,Robustness,BearerTokenAuthenticationEntryPoint.java,3,14
spring-security,Robustness,BearerTokenAccessDeniedHandler.java,4,13
spring-security,Robustness,BearerTokenServerAccessDeniedHandler.java,3,9
spring-security,Robustness,BearerTokenServerAuthenticationEntryPoint.java,3,9
spring-security,Robustness,ClearSiteDataHeaderWriter.java,3,14
spring-security,Robustness,DelegatingServerAuthenticationSuccessHandler.java,2,7
spring-security,Robustness,DelegatingServerLogoutHandler.java,4,8
spring-security,Robustness,ClearSiteDataServerHttpHeadersWriter.java,1,6
spring-security,Robustness,CompositeServerHttpHeadersWriter.java,3,9
spring-security,Robustness,SessionManagementConfigurer.java,26,67
spring-security,Robustness,ObjectIdentityImpl.java,7,15
spring-security,Robustness,JaasGrantedAuthority.java,9,17
spring-security,Robustness,RequestKey.java,7,16
spring-security,Robustness,SwitchUserGrantedAuthority.java,11,18
spring-security,Robustness,AntPathRequestMatcher.java,16,39
spring-security,Robustness,OpenSamlAuthenticationProvider.java,5,44
spring-security,Robustness,OpenSamlAuthenticationRequestFactory.java,1,26
spring-security,Robustness,OpenSamlImplementation.java,1,9
spring-security,Robustness,Saml2AuthenticationException.java,2,12
spring-security,Robustness,Saml2AuthenticationRequestFactory.java,1,12
spring-security,Robustness,Saml2Error.java,2,10
spring-security,Robustness,Saml2ErrorCodes.java,2,10
spring-security,Robustness,OAuth2LoginConfigurer.java,75,100
spring-security,Robustness,ServerHttpSecurity.java,86,100
spring-security,Robustness,OidcAuthorizationCodeAuthenticationProvider.java,22,39
spring-security,Robustness,OidcAuthorizationCodeReactiveAuthenticationManager.java,6,26
spring-security,Robustness,OidcIdTokenValidator.java,0,18
spring-security,Robustness,JwtDecoderFactory.java,0,6
spring-security,Robustness,ReactiveJwtDecoderFactory.java,0,6
spring-security,Robustness,SessionFixationProtectionEvent.java,0,6
spring-security,Robustness,SessionFixationProtectionMigrationEvent.java,0,0
spring-security,Robustness,SessionFixationProtectionStrategy.java,10,29
spring-security,Robustness,JwtDecoderProviderConfigurationUtils.java,10,14
spring-security,Robustness,WebSocketMessageBrokerSecurityBeanDefinitionParser.java,7,24
spring-security,Robustness,OAuth2ErrorResponseErrorHandler.java,11,14
spring-security,Robustness,CookieServerCsrfTokenRepository.java,3,16
spring-security,Robustness,AbstractPreAuthenticatedProcessingFilter.java,44,50
spring-security,Robustness,CsrfFilter.java,5,40
spring-security,Robustness,OnCommittedResponseWrapper.java,1,4
spring-security,Robustness,OAuth2AuthorizationRequestRedirectFilter.java,24,35
spring-security,Robustness,OAuth2LoginAuthenticationFilter.java,36,48
spring-security,Robustness,ServerHttpSecurity.java,100,100
spring-security,Robustness,CsrfFilter.java,21,40
spring-security,Robustness,CsrfWebFilter.java,21,28
spring-security,Robustness,JwtClaimValidator.java,5,6
spring-security,Robustness,AuthorizeHttpRequestsConfigurer.java,19,28
spring-security,Robustness,AuthenticatedAuthorizationManager.java,6,8
spring-security,Robustness,LogoutConfigurer.java,17,40
spring-security,Robustness,ClientAuthorizationRequiredException.java,1,6
spring-security,Robustness,OAuth2ClientException.java,1,2
spring-security,Robustness,OAuth2AuthorizationExchangeValidator.java,3,7
spring-security,Robustness,OAuth2LoginAuthenticationProvider.java,25,35
spring-security,Robustness,OAuth2LoginReactiveAuthenticationManager.java,5,17
spring-security,Robustness,DefaultAuthorizationCodeTokenResponseClient.java,1,12
spring-security,Robustness,DefaultClientCredentialsTokenResponseClient.java,2,13
spring-security,Robustness,NimbusAuthorizationCodeTokenResponseClient.java,5,19
spring-security,Robustness,OAuth2AccessTokenResponseClient.java,2,7
spring-security,Robustness,ReactiveOAuth2AccessTokenResponseClient.java,1,7
spring-security,Robustness,WebClientReactiveAuthorizationCodeTokenResponseClient.java,2,15
spring-security,Robustness,OAuth2ErrorResponseErrorHandler.java,3,14
spring-security,Robustness,OidcAuthorizationCodeAuthenticationProvider.java,20,39
spring-security,Robustness,OidcAuthorizationCodeReactiveAuthenticationManager.java,4,26
spring-security,Robustness,DefaultOAuth2UserService.java,12,21
spring-security,Robustness,OAuth2AuthorizationCodeGrantFilter.java,8,23
spring-security,Robustness,ServerOAuth2AuthorizationCodeAuthenticationTokenConverter.java,1,11
spring-security,Robustness,OAuth2AuthorizationException.java,0,6
spring-security,Robustness,OAuth2AccessTokenResponseBodyExtractor.java,3,13
spring-security,Robustness,JdbcAclService.java,22,38
spring-security,Robustness,JdbcMutableAclService.java,27,38
spring-security,Robustness,DefaultRedirectStrategy.java,13,23
spring-security,Robustness,AuthenticationConverter.java,0,4
spring-security,Robustness,AuthenticationEntryPointFailureHandler.java,0,9
spring-security,Robustness,AuthenticationFilter.java,0,19
spring-security,Robustness,AuthenticationSuccessHandler.java,9,13
spring-security,Robustness,BasicAuthenticationConverter.java,0,12
spring-security,Robustness,BasicAuthenticationFilter.java,17,34
spring-security,Robustness,DefaultAuthenticationEventPublisher.java,10,22
spring-security,Robustness,BadJwtException.java,0,2
spring-security,Robustness,JwtValidationException.java,2,7
spring-security,Robustness,NimbusJwtDecoder.java,14,32
spring-security,Robustness,NimbusReactiveJwtDecoder.java,18,38
spring-security,Robustness,SingleKeyJWSKeySelector.java,1,4
spring-security,Robustness,JwtAuthenticationProvider.java,7,15
spring-security,Robustness,JwtReactiveAuthenticationManager.java,7,15
spring-security,Robustness,DelegatingPasswordEncoder.java,18,20
spring-security,Robustness,OAuth2ErrorResponseErrorHandler.java,12,14
spring-security,Robustness,AclPermissionCacheOptimizer.java,3,12
spring-security,Robustness,RememberMeConfigurer.java,14,28
spring-security,Robustness,DefaultBearerTokenResolver.java,3,14
spring-security,None,WebSecurityConfigurerAdapter.java,36,57
spring-security,None,RequestCacheConfigurer.java,14,23
spring-security,None,UrlAuthorizationConfigurer.java,15,34
spring-security,None,OAuth2ResourceServerConfigurer.java,12,52
spring-security,None,CsrfBeanDefinitionParser.java,8,30
spring-security,None,GitHubMilestoneApi.java,2,4
spring-security,None,GitHubMilestoneNextReleaseTask.java,0,1
spring-security,None,GitHubMilestoneNextVersionDueTodayTask.java,0,2
spring-security,None,GitHubMilestonePlugin.java,2,8
spring-security,None,Milestone.java,1,3
spring-security,None,NextVersionYml.java,0,1
spring-security,None,OAuth2ClientConfigurer.java,2,22
spring-security,None,OAuth2LoginConfigurer.java,69,100
spring-security,None,OAuth2LoginAuthenticationProvider.java,23,35
spring-security,None,DefaultAccessTokenResponseClient.java,0,0
spring-security,None,FormOAuth2AccessTokenMessageConverter.java,0,0
spring-security,None,OidcAuthorizationCodeAuthenticationProvider.java,17,39
spring-security,None,NimbusUserInfoResponseClient.java,2,4
spring-security,None,OidcUserRequest.java,2,9
spring-security,None,OidcUserService.java,9,25
spring-security,None,CustomUserTypesOAuth2UserService.java,9,20
spring-security,None,DefaultOAuth2UserService.java,11,21
spring-security,None,NimbusUserInfoResponseClient.java,2,5
spring-security,None,OAuth2UserRequest.java,3,9
spring-security,None,OAuth2UserService.java,6,11
spring-security,None,UserAttributesService.java,0,0
spring-security,None,AccessTokenResponseJackson2Deserializer.java,0,0
spring-security,None,OAuth2Utils.java,0,0
spring-security,None,DefaultLoginPageGeneratingFilter.java,26,48
spring-security,None,HttpStatusReturningLogoutSuccessHandler.java,0,8
spring-security,None,HttpConfigurationBuilder.java,63,98
spring-security,None,CookieClearingLogoutHandler.java,6,21
spring-security,None,NoPostLogoutRedirectUriProvider.java,0,0
spring-security,None,OidcClientInitiatedLogoutSuccessHandler.java,9,21
spring-security,None,PostLogoutRedirectUriProvider.java,0,0
spring-security,None,StaticLogoutRedirectUriProvider.java,0,0
spring-security,None,Saml2Utils.java,1,6
spring-security,None,ImplicitGrantConfigurer.java,12,20
spring-security,None,OAuth2ClientConfigurer.java,10,22
spring-security,None,OAuth2ClientConfigurerUtils.java,6,10
spring-security,None,OAuth2LoginConfigurer.java,75,100
spring-security,None,OAuth2AuthorizationRequestRedirectFilter.java,14,35
spring-security,None,OAuth2LoginAuthenticationFilter.java,34,48
spring-security,None,OAuth2ResourceServerSecurityConfiguration.java,4,14
spring-security,None,MultiTenantAuthenticationManagerResolver.java,0,2
spring-security,None,DaoAuthenticationProvider.java,12,34
spring-security,None,BasicLookupStrategy.java,28,53
spring-security,None,MessageSecurityMetadataSourceRegistry.java,8,25
spring-security,None,AbstractSecurityWebSocketMessageBrokerConfigurer.java,14,35
spring-security,None,MapBasedMethodSecurityMetadataSource.java,7,23
spring-security,None,FilterChainProxy.java,23,51
spring-security,None,WebMvcSecurityConfiguration.java,10,22
spring-security,None,ServerHttpSecurityConfiguration.java,8,20
spring-security,None,CurrentSecurityContext.java,0,6
spring-security,None,CurrentSecurityContextArgumentResolver.java,0,5
spring-security,None,CurrentSecurityContextArgumentResolver.java,0,10
spring-security,None,StdConverters.java,7,10
spring-security,None,AbstractUserDetailsReactiveAuthenticationManager.java,3,14
spring-security,None,HttpSessionDestroyedEvent.java,10,17
spring-security,None,SessionManagementConfigurer.java,15,67
spring-security,None,PostInvocationAdviceProvider.java,14,16
spring-security,None,WebSecurityConfigurer.java,4,10
spring-security,None,WebSecurity.java,25,61
spring-security,None,EnableWebSecurity.java,16,28
spring-security,None,HttpSecurityConfiguration.java,0,19
spring-security,None,WebSecurityConfiguration.java,23,43
spring-security,None,PasswordEncoderFactories.java,2,18
spring-security,None,Saml2LoginConfigurer.java,5,36
spring-security,None,Saml2WebSsoAuthenticationRequestFilter.java,14,34
spring-security,None,DefaultRelyingPartyRegistrationResolver.java,0,16
spring-security,None,DefaultSaml2AuthenticationRequestContextResolver.java,3,14
spring-security,None,Saml2AuthenticationRequestContextResolver.java,1,8
spring-security,None,AntPathRequestMatcher.java,3,39
spring-security,None,ClientRegistration.java,31,64
spring-security,None,NegatedServerWebExchangeMatcher.java,0,11
spring-security,None,BasicLookupStrategy.java,53,53
spring-security,None,CheckAntoraVersionPlugin.java,4,4
spring-security,None,CheckAntoraVersionTask.java,3,3
spring-security,None,CheckClasspathForProhibitedDependencies.java,1,1
spring-security,None,CheckClasspathForProhibitedDependenciesPlugin.java,2,2
spring-security,None,CheckProhibitedDependenciesLifecyclePlugin.java,1,1
spring-security,None,ClaimAccessor.java,19,23
spring-security,None,HttpSecurity.java,17,100
spring-security,None,DemoWebSecConfig.java,0,0
spring-security,None,Saml2AccessDecisionVoter.java,0,0
spring-security,None,RememberMeBeanDefinitionParser.java,16,26
spring-security,None,NimbusJwtDecoder.java,14,32
spring-security,None,CommonOAuth2Provider.java,13,27
spring-security,None,WebClientReactiveAuthorizationCodeTokenResponseClient.java,6,15
spring-security,None,OAuth2AccessTokenResponseBodyExtractor.java,6,13
spring-security,None,SwitchUserFilter.java,13,44
spring-security,None,AclPermissionEvaluator.java,15,24
spring-security,None,ServiceProperties.java,7,15
spring-security,None,DefaultServiceAuthenticationDetails.java,4,19
spring-security,None,ServiceAuthenticationDetailsSource.java,5,19
spring-security,None,BCrypt.java,5,24
spring-security,None,BCryptPasswordEncoder.java,4,16
spring-security,None,SCryptPasswordEncoder.java,0,19
spring-security,None,CookieServerCsrfTokenRepository.java,12,16
spring-security,None,CsrfControllerAdvice.java,1,2
spring-security,None,RelyingPartyRegistration.java,32,40
spring-security,None,DelegatingPasswordEncoder.java,16,20
spring-security,None,AuthorityUtils.java,9,18
spring-security,None,DelegatingServerLogoutHandler.java,0,8
spring-security,None,SessionManagementConfigurer.java,32,67
spring-security,None,ActiveDirectoryLdapAuthenticationProvider.java,7,32
spring-security,None,DefaultOAuth2AuthorizationRequestResolver.java,2,28
spring-security,None,OAuth2AuthorizationCodeGrantFilter.java,6,23
spring-security,None,JwtGrantedAuthoritiesConverter.java,5,15
spring-security,None,FirewalledResponse.java,5,17
spring-security,None,NimbusReactiveJwtDecoder.java,6,38
spring-security,None,ReactiveJWKSJWTProcessor.java,0,0
spring-security,None,ReactiveJWTProcessor.java,0,0
spring-security,None,ReactivePublicKeyJWTProcessor.java,0,0
spring-security,None,ReactiveRemoteJWKSource.java,2,12
